,1N-Z,n,z,A,EL,O,mass_excess,mass_unc,binding_energy,bind_ener_unc,beta_mode,beta_ener,beta_unc,atomic_mass,atom_mass_unc,symbol,a,radius_val,radius_unc,radius_preliminary_val,radius_preliminary_unc,parity_encoder,isospin_asymmetry
2676,44,124,80,204,Hg,,-24690.148,0.498,7.8855455,0.0025,B-,-344.0781,1.1876,973494.037,0.534,Hg,204.0,5.4744,0.0036,,,Even-Even,0.21568627450980393
2677,45,125,80,205,Hg,,-22287.719,3.655,7.8747325,0.0178,B-,1533.0836,3.7238,976073.151,3.923,Hg,205.0,5.4776,0.0038,,,Even-Odd,0.2195121951219512
2678,46,126,80,206,Hg,+a,-20945.728,20.441,7.8691723,0.0992,B-,1307.5659,20.41,977513.837,21.943,Hg,206.0,5.4837,0.004,,,Even-Even,0.22330097087378642
2679,47,127,80,207,Hg,x,-16487.446,29.808,7.848611200000001,0.144,B-,4546.9906,30.3,982300.0,32.0,,,,,,,Even-Odd,
2680,48,128,80,208,Hg,x,-13265.408,30.739,7.8341914,0.1478,B-,3484.7131,30.7951,985759.0,33.0,,,,,,,Even-Even,
2681,49,129,80,209,Hg,x,,,,,B-,,,,,,,,,,,Even-Odd,
2682,50,130,80,210,Hg,x,,,,,B-,,,,,,,,,,,Even-Even,
2683,51,131,80,211,Hg,x,,,,,B-,,,,,,,,,,,Even-Odd,
2684,52,132,80,212,Hg,x,,,,,B-,,,,,,,,,,,Even-Even,
2685,53,133,80,213,Hg,x,,,,,B-,,,,,,,,,,,Even-Odd,
2686,54,134,80,214,Hg,x,,,,,B-,,,,,,,,,,,Even-Even,
2687,55,135,80,215,Hg,x,,,,,B-,,,,,,,,,,,Even-Odd,
2688,56,136,80,216,Hg,x,,,,,B-,,,,,,,,,,,Even-Even,
2689,14,95,81,176,Tl,-p,584.728,83.058,7.7079382999999995,0.4719,B-,,,627.731,89.166,,,,,,,Odd-Odd,
2690,15,96,81,177,Tl,IT,-3340.103,21.628,7.7321655,0.1222,B-,,,996414.252,23.218,,,,,,,Even-Odd,
2691,16,97,81,178,Tl,-a,,,,,B-,,,,,,,,,,,Odd-Odd,
2692,17,98,81,179,Tl,-a,-8269.632,38.653,7.7634942,0.2159,B-,-10321.2401,89.9571,991122.185,41.495,,,,,,,Even-Odd,
2693,18,99,81,180,Tl,-a,-9390.438,69.917,7.771431,0.3884,B-,-7449.3696,71.0069,989918.95,75.058,,,,,,,Odd-Odd,
2694,19,100,81,181,Tl,,-12798.749,9.102,7.7919183,0.0503,B-,-9688.1182,85.5227,986259.978,9.771,,,,,,,Even-Odd,
2695,20,101,81,182,Tl,-a,-13327.213,11.976,7.7963571,0.0658,B-,-6502.6567,17.0151,985692.649,12.856,,,,,,,Odd-Odd,
2696,21,102,81,183,Tl,,-16587.261,9.331,7.8156741,0.051,B-,-9007.2534,30.4442,982192.843,10.017,Tl,183.0,,,5.3786,0.0105,Even-Odd,0.11475409836065575
2697,22,103,81,184,Tl,,-16883.355,10.012,7.8186727000000005,0.0544,B-,-5831.7688,16.2517,981874.973,10.747,,,,,,,Odd-Odd,
2698,23,104,81,185,Tl,IT,-19757.745,20.674,7.8355756,0.1118,B-,-8216.5333,26.2493,978789.189,22.194,Tl,185.0,,,5.3896,0.0098,Even-Odd,0.12432432432432428
2699,24,105,81,186,Tl,,-19882.94,20.751,7.8375161,0.1116,B-,-5202.0427,23.4877,978654.787,22.276,,,,,,,Odd-Odd,
2700,25,106,81,187,Tl,,-22444.592,8.048,7.8524650000000005,0.043,B-,-7457.637,9.5248,975904.74,8.64,,,,,,,Even-Odd,
2701,26,107,81,188,Tl,x,-22336.403,29.904,7.8530537,0.1591,B-,-4525.3784,31.5712,976020.886,32.103,Tl,188.0,5.4017,0.0072,5.4017,0.0072,Odd-Odd,0.13829787234042556
2702,27,108,81,189,Tl,,-24616.105,8.368,7.8662704,0.0443,B-,-6772.0862,16.3636,973573.525,8.983,,,,,,,Even-Odd,
2703,28,109,81,190,Tl,+a,-24366.236,7.252,7.8660345,0.0382,B-,-3949.6288,14.4634,973841.771,7.784,Tl,190.0,5.4121,0.0056,5.4121,0.0056,Odd-Odd,0.1473684210526316
2704,29,110,81,191,Tl,+a,-26282.951,7.349,7.8771445,0.0385,B-,-5991.7073,9.8864,971784.093,7.889,Tl,191.0,5.4169,0.0048,5.4169,0.0048,Even-Odd,0.1518324607329843
2705,30,111,81,192,Tl,x,-25872.249,31.671,7.8760167,0.165,B-,-3320.4029,32.1843,972225.0,34.0,Tl,192.0,5.4191,0.0051,5.4191,0.0051,Odd-Odd,0.15625
2706,31,112,81,193,Tl,x,-27477.218,6.707,7.8853445,0.0348,B-,-5247.9637,12.2808,970501.994,7.2,Tl,193.0,5.4243,0.0042,5.4243,0.0042,Even-Odd,0.1606217616580311
2707,32,113,81,194,Tl,x,-26937.498,13.972,7.8835211,0.072,B-,-2729.6315,22.3433,971081.408,15.0,Tl,194.0,5.4259,0.0046,5.4259,0.0046,Odd-Odd,0.1649484536082474
2708,33,114,81,195,Tl,,-28155.292,11.126,7.8907293,0.0571,B-,-4417.2524,12.2333,969774.052,11.944,Tl,195.0,5.4325,0.0039,5.4325,0.0039,Even-Odd,0.16923076923076918
2709,34,115,81,196,Tl,x,-27496.598,12.109,7.88829,0.0618,B-,-2148.3639,14.3556,970481.189,13.0,Tl,196.0,5.4327,0.0042,5.4327,0.0042,Odd-Odd,0.173469387755102
2710,35,116,81,197,Tl,+a,-28354.222,13.575,7.8935725,0.0689,B-,-3608.8367,14.3969,969560.492,14.573,Tl,197.0,5.4388,0.0036,5.4388,0.0036,Even-Odd,0.17766497461928932
2711,36,117,81,198,Tl,x,-27528.753,7.545,7.890301099999999,0.0381,B-,-1461.3103,11.5537,970446.669,8.1,Tl,198.0,5.4396,0.0036,5.4396,0.0036,Odd-Odd,0.18181818181818177
2712,37,118,81,199,Tl,x,-28059.397,27.945,7.8938773,0.1404,B-,-2827.6624,28.7653,969877.0,30.0,Tl,199.0,5.4479,0.0031,5.4479,0.0031,Even-Odd,0.18592964824120606
2713,38,119,81,200,Tl,-,-27047.227,5.759,7.8897037,0.0288,B-,-796.3695,11.536,970963.608,6.182,Tl,200.0,5.4491,0.0031,5.4491,0.0031,Odd-Odd,0.18999999999999995
2714,39,120,81,201,Tl,,-27180.778,14.185,7.8912717,0.0706,B-,-1909.7458,18.5299,970820.235,15.228,Tl,201.0,5.4573,0.0029,5.4573,0.0029,Even-Odd,0.19402985074626866
2715,40,121,81,202,Tl,,-25980.419,1.838,7.8862206,0.0091,B-,-39.811,4.1863,972108.874,1.972,Tl,202.0,5.4595,0.0027,5.4595,0.0027,Odd-Odd,0.19801980198019797
2716,41,122,81,203,Tl,,-25761.309,1.171,7.8860529999999995,0.0058,B-,-974.8265,6.4609,972344.098,1.257,Tl,203.0,5.4666,0.0027,5.4666,0.0027,Even-Odd,0.20197044334975367
2717,42,123,81,204,Tl,,-24346.07,1.154,7.8800238,0.0057,B-,763.7453,0.1768,973863.42,1.238,Tl,204.0,5.4704,0.0028,5.4704,0.0028,Odd-Odd,0.20588235294117652
2718,43,124,81,205,Tl,,-23820.802,1.239,7.8783946,0.006,B-,-50.6402,0.5033,974427.318,1.33,Tl,205.0,5.4759,0.0026,5.4759,0.0026,Even-Odd,0.20975609756097557
2719,44,125,81,206,Tl,,-22253.293,1.286,7.8717219,0.0062,B-,1532.2128,0.6117,976110.108,1.38,,,,,,,Odd-Odd,
2720,45,126,81,207,Tl,,-21034.436,5.439,7.8667979,0.0263,B-,1417.5323,5.4024,977418.605,5.839,Tl,207.0,5.4853,0.0027,5.4853,0.0027,Even-Odd,0.21739130434782605
2721,46,127,81,208,Tl,+a,-16750.121,1.854,7.8471835,0.0089,B-,4998.3984,1.6693,982018.006,1.989,Tl,208.0,5.4946,0.0028,5.4946,0.0028,Odd-Odd,0.22115384615384615
2722,47,128,81,209,Tl,+a,-13644.793,6.11,7.8333979,0.0292,B-,3969.7809,6.2115,985351.713,6.559,,,,,,,Even-Odd,
2723,48,129,81,210,Tl,+a,-9246.996,11.603,7.813589,0.0553,B-,5481.4334,11.561,990072.942,12.456,,,,,,,Odd-Odd,
2724,49,130,81,211,Tl,x,-6077.999,41.917,7.7997915,0.1987,B-,4415.0129,41.9781,993475.0,45.0,,,,,,,Even-Odd,
2725,50,131,81,212,Tl,+a,,,,,B-,,,,,,,,,,,Odd-Odd,
2726,51,132,81,213,Tl,x,1783.811,27.013,7.7654311,0.1268,B-,4987.4088,27.8941,1915.0,29.0,,,,,,,Even-Odd,
2727,52,133,81,214,Tl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2728,53,134,81,215,Tl,x,,,,,B-,,,,,,,,,,,Even-Odd,
2729,54,135,81,216,Tl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2730,55,136,81,217,Tl,x,,,,,B-,,,,,,,,,,,Even-Odd,
2731,56,137,81,218,Tl,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2732,14,96,82,178,Pb,-a,3573.371,23.184,7.6908359,0.1302,B-,,,3836.171,24.889,,,,,,,Even-Even,
2733,15,97,82,179,Pb,-a,2051.608,81.229,7.7014629999999995,0.4538,B-,,,2202.492,87.203,,,,,,,Even-Odd,
2734,16,98,82,180,Pb,-a,-1941.069,12.395,7.7256993000000005,0.0689,B-,,,997916.177,13.306,,,,,,,Even-Even,
2735,17,99,82,181,Pb,-a,-3110.631,85.037,7.734070399999999,0.4698,B-,,,996660.6,91.29,,,,,,,Even-Odd,
2736,18,100,82,182,Pb,-a,-6824.556,12.086,7.7563296,0.0664,B-,,,992673.537,12.975,Pb,182.0,5.3788,0.0035,,,Even-Even,0.09890109890109888
2737,19,101,82,183,Pb,-a,-7580.008,28.979,7.762179,0.1584,B-,,,991862.527,31.11,Pb,183.0,5.3869,0.003,,,Even-Odd,0.10382513661202186
2738,20,102,82,184,Pb,,-11051.586,12.802,7.7827264,0.0696,B-,,,988135.634,13.743,Pb,184.0,5.393,0.0029,,,Even-Even,0.10869565217391308
2739,21,103,82,185,Pb,-a,-11541.211,16.175,7.786933,0.0874,B-,,,987610.0,17.364,Pb,185.0,5.3984,0.0028,,,Even-Odd,0.11351351351351346
2740,22,104,82,186,Pb,-a,-14680.897,11.004,7.805342,0.0592,B-,-11535.3999,20.2118,984239.409,11.813,Pb,186.0,5.4027,0.0027,,,Even-Even,0.11827956989247312
2741,23,105,82,187,Pb,,-14986.955,5.094,7.808401,0.0272,B-,-8603.6798,11.2268,983910.842,5.468,Pb,187.0,5.4079,0.0026,,,Even-Odd,0.12299465240641716
2742,24,106,82,188,Pb,-a,-17811.024,10.124,7.8248211,0.0539,B-,-10616.2241,15.0824,980879.079,10.868,Pb,188.0,5.4139,0.0025,,,Even-Even,0.12765957446808507
2743,25,107,82,189,Pb,,-17844.019,14.062,7.8262999,0.0744,B-,-7779.3555,25.1498,980843.658,15.096,Pb,189.0,5.4177,0.0024,,,Even-Odd,0.13227513227513232
2744,26,108,82,190,Pb,-a,-20416.607,12.514,7.8411294,0.0659,B-,-9820.7014,24.4226,978081.872,13.434,Pb,190.0,5.4222,0.0023,,,Even-Even,0.13684210526315788
2745,27,109,82,191,Pb,,-20291.243,6.613,7.8416782000000005,0.0346,B-,-7051.8922,9.9895,978216.455,7.099,Pb,191.0,5.4229,0.0026,,,Even-Odd,0.1413612565445026
2746,28,110,82,192,Pb,,-22551.846,5.726,7.8546482,0.0298,B-,-9017.3089,30.6518,975789.598,6.147,Pb,192.0,5.43,0.0025,,,Even-Even,0.14583333333333337
2747,29,111,82,193,Pb,,-22229.255,10.288,7.8540994,0.0533,B-,-6344.6913,12.7761,976135.914,11.044,Pb,193.0,5.431,0.0023,,,Even-Odd,0.15025906735751293
2748,30,112,82,194,Pb,,-24207.866,17.435,7.8654181,0.0899,B-,-8184.8462,18.2094,974011.788,18.717,Pb,194.0,5.4372,0.0023,,,Even-Even,0.15463917525773196
2749,31,113,82,195,Pb,,-23738.039,5.088,7.8640647,0.0261,B-,-5712.4729,7.337,974516.167,5.461,Pb,195.0,5.4389,0.0045,,,Even-Odd,0.15897435897435896
2750,32,114,82,196,Pb,,-25348.234,7.71,7.8733374000000005,0.0393,B-,-7339.202,25.616,972787.552,8.277,Pb,196.0,5.4444,0.0024,,,Even-Even,0.16326530612244894
2751,33,115,82,197,Pb,,-24745.385,4.804,7.8712822,0.0244,B-,-5058.1894,9.619,973434.737,5.157,Pb,197.0,5.4446,0.0024,,,Even-Odd,0.1675126903553299
2752,34,116,82,198,Pb,,-26067.443,8.75,7.8789695,0.0442,B-,-6693.5916,28.9259,972015.45,9.393,Pb,198.0,5.4524,0.0022,,,Even-Even,0.1717171717171717
2753,35,117,82,199,Pb,+a,-25231.734,6.821,7.8757366,0.0343,B-,-4434.1181,12.6179,972912.62,7.322,Pb,199.0,5.4529,0.0022,,,Even-Odd,0.1758793969849246
2754,36,118,82,200,Pb,,-26250.858,10.008,7.8818101,0.05,B-,-5880.2841,24.8094,971818.546,10.744,Pb,200.0,5.4611,0.002,,,Even-Even,0.18000000000000005
2755,37,119,82,201,Pb,,-25271.033,13.747,7.8778782000000005,0.0684,B-,-3842.0269,18.3637,972870.431,14.758,Pb,201.0,5.4629,0.0019,,,Even-Odd,0.1840796019900498
2756,38,120,82,202,Pb,,-25940.608,3.796,7.8821505,0.0188,B-,-5189.7539,14.507,972151.613,4.075,Pb,202.0,5.4705,0.0017,,,Even-Even,0.18811881188118806
2757,39,121,82,203,Pb,,-24786.483,6.554,7.877397,0.0323,B-,-3261.5896,14.3559,973390.617,7.036,Pb,203.0,5.4727,0.0017,,,Even-Odd,0.1921182266009852
2758,40,122,82,204,Pb,,-25109.815,1.147,7.8799326,0.0056,B-,-4463.8883,9.248,973043.506,1.231,Pb,204.0,5.4803,0.0014,,,Even-Even,0.196078431372549
2759,41,123,82,205,Pb,,-23770.162,1.145,7.8743313,0.0056,B-,-2704.5927,4.8196,974481.682,1.228,Pb,205.0,5.4828,0.0015,,,Even-Odd,0.19999999999999996
2760,42,124,82,206,Pb,,-23785.506,1.144,7.875362,0.0056,B-,-3757.3057,7.5461,974465.21,1.228,Pb,206.0,5.4902,0.0014,,,Even-Even,0.2038834951456311
2761,43,125,82,207,Pb,,-22451.968,1.147,7.8698664,0.0055,B-,-2397.414,2.1175,975896.821,1.231,Pb,207.0,5.4943,0.0014,,,Even-Odd,0.20772946859903385
2762,44,126,82,208,Pb,,-21748.519,1.148,7.867453,0.0055,B-,-2878.368,2.0127,976652.005,1.232,Pb,208.0,5.5012,0.0013,,,Even-Even,0.21153846153846156
2763,45,127,82,209,Pb,,-17614.574,1.747,7.8486488,0.0084,B-,644.0152,1.1462,981089.978,1.875,Pb,209.0,5.51,0.0014,,,Even-Odd,0.215311004784689
2764,46,128,82,210,Pb,,-14728.429,1.448,7.835965600000001,0.0069,B-,63.4758,0.4992,984188.381,1.554,Pb,210.0,5.5208,0.0016,,,Even-Even,0.21904761904761905
2765,47,129,82,211,Pb,,-10493.012,2.26,7.817007899999999,0.0107,B-,1366.1041,5.4713,988735.288,2.426,Pb,211.0,5.529,0.0017,,,Even-Odd,0.22274881516587675
2766,48,130,82,212,Pb,,-7548.929,1.84,7.8043203000000005,0.0087,B-,569.0133,1.8246,991895.891,1.975,Pb,212.0,5.5396,0.0019,,,Even-Even,0.2264150943396226
2767,49,131,82,213,Pb,+a,-3203.598,6.954,7.7851732,0.0326,B-,2028.073,8.3708,996560.796,7.465,,,,,,,Even-Odd,
2768,50,132,82,214,Pb,,-183.019,1.969,7.7723955,0.0092,B-,1017.7611,11.2559,999803.521,2.114,Pb,214.0,5.5577,0.0023,,,Even-Even,0.23364485981308414
2769,51,133,82,215,Pb,+a,4342.245,52.685,7.752738099999999,0.245,B-,2712.9729,52.9848,4661.591,56.56,,,,,,,Even-Odd,
2770,52,134,82,216,Pb,x,,,,,B-,,,,,,,,,,,Even-Even,
2771,53,135,82,217,Pb,x,,,,,B-,,,,,,,,,,,Even-Odd,
2772,54,136,82,218,Pb,x,,,,,B-,,,,,,,,,,,Even-Even,
2773,55,137,82,219,Pb,x,,,,,B-,,,,,,,,,,,Even-Odd,
2774,56,138,82,220,Pb,x,,,,,B-,,,,,,,,,,,Even-Even,
2775,18,101,83,184,Bi,-a,,,,,B-,,,,,,,,,,,Odd-Odd,
2776,19,102,83,185,Bi,IT,,,,,B-,,,,,,,,,,,Even-Odd,
2777,20,103,83,186,Bi,-a,-3145.497,16.954,7.7391175,0.0911,B-,-7247.0279,24.9305,996623.169,18.2,,,,,,,Odd-Odd,
2778,21,104,83,187,Bi,-a,-6383.275,10.005,7.758208300000001,0.0535,B-,-9207.0832,34.1302,993147.272,10.74,,,,,,,Even-Odd,
2779,22,105,83,188,Bi,-a,-7194.8,11.179,7.7641904,0.0595,B-,-6650.4226,22.8861,992276.064,12.001,,,,,,,Odd-Odd,
2780,23,106,83,189,Bi,-a,-10064.664,20.851,7.780999899999999,0.1103,B-,-8642.6682,30.3542,989195.139,22.384,,,,,,,Even-Odd,
2781,24,107,83,190,Bi,-a,-10595.906,20.973,7.785323900000001,0.1104,B-,-6033.1975,24.7615,988624.828,22.515,,,,,,,Odd-Odd,
2782,25,108,83,191,Bi,,-13239.351,7.487,7.8006613,0.0392,B-,-8170.6205,10.3201,985786.972,8.037,,,,,,,Even-Odd,
2783,26,109,83,192,Bi,-a,-13534.537,30.112,7.8036084,0.1568,B-,-5468.0534,31.9348,985470.077,32.326,,,,,,,Odd-Odd,
2784,27,110,83,193,Bi,,-15884.563,7.576,7.8171718,0.0393,B-,-7559.2614,16.3874,982947.22,8.132,,,,,,,Even-Odd,
2785,28,111,83,194,Bi,+a,-16023.02,5.252,7.8191955,0.0271,B-,-5018.4029,13.9386,982798.581,5.638,,,,,,,Odd-Odd,
2786,29,112,83,195,Bi,,-18025.567,5.287,7.8307579,0.0271,B-,-6908.9121,8.0284,980648.759,5.675,,,,,,,Even-Odd,
2787,30,113,83,196,Bi,x,-18009.032,24.428,7.8319009,0.1246,B-,-4540.3012,25.0142,980666.509,26.224,,,,,,,Odd-Odd,
2788,31,114,83,197,Bi,+a,-19687.196,8.333,7.8416348,0.0423,B-,-6294.1172,12.9103,978864.927,8.946,,,,,,,Even-Odd,
2789,32,115,83,198,Bi,,-19373.851,27.571,7.8412123000000005,0.1392,B-,-3900.5727,32.6152,979201.316,29.598,,,,,,,Odd-Odd,
2790,33,116,83,199,Bi,,-20797.616,10.615,7.849523199999999,0.0533,B-,-5558.7875,11.9224,977672.841,11.395,,,,,,,Even-Odd,
2791,34,117,83,200,Bi,+a,-20370.574,22.701,7.8484969,0.1135,B-,-3428.8901,23.9327,978131.29,24.37,,,,,,,Odd-Odd,
2792,35,118,83,201,Bi,+a,-21429.006,12.177,7.8548713,0.0606,B-,-4907.8397,13.1377,976995.017,13.072,,,,,,,Even-Odd,
2793,36,119,83,202,Bi,,-20750.854,14.002,7.8525857,0.0693,B-,-2809.285,16.466,977723.042,15.032,Bi,202.0,5.484,0.0912,,,Odd-Odd,0.17821782178217827
2794,37,120,83,203,Bi,+a,-21524.893,12.778,7.8574762,0.0629,B-,-4214.0744,13.5942,976892.077,13.717,Bi,203.0,5.4911,0.0911,,,Even-Odd,0.18226600985221675
2795,38,121,83,204,Bi,+a,-20645.927,9.18,7.8542157,0.045,B-,-2304.8814,13.6253,977835.687,9.854,Bi,204.0,5.4934,0.091,,,Odd-Odd,0.18627450980392157
2796,39,122,83,205,Bi,,-21065.569,4.808,7.857321799999999,0.0235,B-,-3544.171,11.1458,977385.182,5.161,Bi,205.0,5.5008,0.0909,,,Even-Odd,0.19024390243902434
2797,40,123,83,206,Bi,-,-20028.201,7.632,7.8533249,0.0371,B-,-1839.5323,8.6005,978498.843,8.193,Bi,206.0,5.5034,0.0909,,,Odd-Odd,0.19417475728155342
2798,41,124,83,207,Bi,,-20054.554,2.397,7.8545053,0.0116,B-,-2908.8541,6.614,978470.551,2.573,Bi,207.0,5.5103,0.0907,,,Even-Odd,0.19806763285024154
2799,42,125,83,208,Bi,+n,-18870.151,2.305,7.8498534,0.0111,B-,-1400.9438,2.3787,979742.06,2.474,Bi,208.0,5.5147,0.0907,,,Odd-Odd,0.20192307692307687
2800,43,126,83,209,Bi,,-18258.589,1.365,7.8479868999999995,0.0065,B-,-1892.5741,1.5635,980398.599,1.465,Bi,209.0,5.5211,0.0906,,,Even-Odd,0.20574162679425834
2801,44,127,83,210,Bi,,-14791.905,1.364,7.8325424,0.0065,B-,1161.1549,0.7662,984120.237,1.463,Bi,210.0,5.53,0.0904,,,Odd-Odd,0.20952380952380956
2802,45,128,83,211,Bi,,-11859.116,5.442,7.8197745,0.0258,B-,573.3763,5.4297,987268.715,5.842,,,,,,,Even-Odd,
2803,46,129,83,212,Bi,,-8117.943,1.853,7.803314,0.0087,B-,2251.4656,1.6671,991285.03,1.989,Bi,212.0,5.5489,0.0901,,,Odd-Odd,0.21698113207547165
2804,47,130,83,213,Bi,,-5231.671,5.082,7.7910217,0.0239,B-,1421.8481,5.4898,994383.57,5.455,Bi,213.0,5.5586,0.09,,,Even-Odd,0.22065727699530513
2805,48,131,83,214,Bi,,-1200.78,11.209,7.7734955,0.0524,B-,3269.1925,11.1649,998710.909,12.033,,,,,,,Odd-Odd,
2806,49,132,83,215,Bi,,1629.272,5.624,7.7617177,0.0262,B-,2171.0426,5.5297,1749.095,6.037,,,,,,,Even-Odd,
2807,50,133,83,216,Bi,x,5873.988,11.178,7.7434996,0.0518,B-,4091.652,11.3243,6305.985,12.0,,,,,,,Odd-Odd,
2808,51,134,83,217,Bi,x,8729.963,17.698,7.731849100000001,0.0816,B-,2846.5103,18.8695,9372.0,19.0,,,,,,,Even-Odd,
2809,52,135,83,218,Bi,x,13216.038,27.013,7.712828,0.1239,B-,4859.3866,27.0849,14188.0,29.0,,,,,,,Odd-Odd,
2810,53,136,83,219,Bi,x,,,,,B-,,,,,,,,,,,Even-Odd,
2811,54,137,83,220,Bi,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2812,55,138,83,221,Bi,x,,,,,B-,,,,,,,,,,,Even-Odd,
2813,56,139,83,222,Bi,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2814,57,140,83,223,Bi,x,,,,,B-,,,,,,,,,,,Even-Odd,
2815,58,141,83,224,Bi,x,,,,,B-,,,,,,,,,,,Odd-Odd,
2816,18,102,84,186,Po,-a,4101.531,18.278,7.6959488,0.0983,B-,,,4403.174,19.622,,,,,,,Even-Even,
2817,19,103,84,187,Po,-a,2823.808,32.631,7.7047889,0.1745,B-,,,3031.482,35.03,,,,,,,Even-Odd,
2818,20,104,84,188,Po,-a,-544.378,19.97,7.7246544,0.1062,B-,,,999415.586,21.438,,,,,,,Even-Even,
2819,21,105,84,189,Po,-a,-1421.996,22.059,7.7311321,0.1167,B-,,,998473.425,23.681,,,,,,,Even-Odd,
2820,22,106,84,190,Po,-a,-4562.708,13.163,7.7494526,0.0693,B-,,,995101.731,14.131,,,,,,,Even-Even,
2821,23,107,84,191,Po,,-5068.731,7.103,7.753787099999999,0.0372,B-,-8932.644,17.5997,994558.494,7.624,,,,,,,Even-Odd,
2822,24,108,84,192,Po,-a,-8066.483,10.634,7.7710542,0.0554,B-,-10992.2252,29.8328,991340.274,11.416,Po,192.0,5.522,0.0178,5.522,0.0194,Even-Even,0.125
2823,25,109,84,193,Po,-a,-8325.302,14.531,7.773951,0.0753,B-,-8257.9789,26.0594,991062.421,15.599,Po,193.0,,,5.5185,0.0189,Even-Odd,0.1295336787564767
2824,26,110,84,194,Po,-a,-11004.617,12.911,7.7892947,0.0666,B-,-10288.1273,26.8153,988186.058,13.86,Po,194.0,5.5167,0.0178,5.5167,0.0192,Even-Even,0.134020618556701
2825,27,111,84,195,Po,,-11116.655,6.042,7.7913155,0.031,B-,-7646.3554,11.3199,988065.781,6.486,Po,195.0,,,5.5127,0.0189,Even-Odd,0.1384615384615384
2826,28,112,84,196,Po,,-13468.731,5.383,7.8047445,0.0275,B-,-9555.5564,30.7105,985540.722,5.778,Po,196.0,5.5136,0.0178,5.5136,0.0189,Even-Even,0.1428571428571429
2827,29,113,84,197,Po,,-13393.078,9.861,7.8057136,0.0501,B-,-7037.8235,12.6871,985621.939,10.585,Po,197.0,,,5.5112,0.0189,Even-Odd,0.14720812182741116
2828,30,114,84,198,Po,,-15473.278,17.424,7.8175611,0.088,B-,-8764.5316,18.1013,983388.753,18.705,Po,198.0,5.5146,0.0178,5.5146,0.0193,Even-Even,0.1515151515151515
2829,31,115,84,199,Po,-a,-15238.829,5.429,7.8176581999999994,0.0273,B-,-6415.4515,7.6464,983640.445,5.828,Po,199.0,,,5.5123,0.0189,Even-Odd,0.15577889447236182
2830,32,116,84,200,Po,,-16941.683,7.579,7.8274407,0.0379,B-,-7953.7897,25.6119,981812.355,8.136,Po,200.0,5.5199,0.0178,5.5199,0.019,Even-Even,0.16000000000000003
2831,33,117,84,201,Po,,-16521.166,4.942,7.8265619,0.0246,B-,-5731.7247,9.5606,982263.799,5.305,Po,201.0,,,5.519,0.0189,Even-Odd,0.16417910447761197
2832,34,118,84,202,Po,,-17941.569,8.67,7.8348053,0.0429,B-,-7346.4628,28.9311,980738.934,9.307,Po,202.0,5.5281,0.0177,5.5281,0.0191,Even-Even,0.16831683168316836
2833,35,119,84,203,Po,,-17310.819,4.64,7.832863199999999,0.0229,B-,-5148.2116,11.5921,981416.072,4.981,Po,203.0,,,5.5297,0.0189,Even-Odd,0.1724137931034483
2834,36,120,84,204,Po,,-18341.045,10.071,7.8390823,0.0494,B-,-6465.7939,24.8047,980310.078,10.811,Po,204.0,5.5378,0.0177,5.5378,0.0189,Even-Even,0.17647058823529416
2835,37,121,84,205,Po,,-17521.398,10.059,7.8362168,0.0491,B-,-4536.8793,15.6996,981190.006,10.798,Po,205.0,5.5389,0.0177,5.5389,0.0189,Even-Odd,0.18048780487804883
2836,38,122,84,206,Po,-a,-18188.668,4.012,7.840597300000001,0.0195,B-,-5749.2803,14.1099,980473.662,4.306,Po,206.0,5.548,0.0177,5.548,0.0189,Even-Even,0.18446601941747576
2837,39,123,84,207,Po,,-17145.7,6.659,7.8366734,0.0322,B-,-3918.2186,14.0754,981593.334,7.148,Po,207.0,5.5501,0.0177,5.5501,0.0189,Even-Odd,0.18840579710144922
2838,40,124,84,208,Po,,-17469.207,1.672,7.839356799999999,0.008,B-,-4999.3061,9.0736,981246.035,1.795,Po,208.0,5.5584,0.0176,5.5584,0.0176,Even-Even,0.1923076923076923
2839,41,125,84,209,Po,-a,-16366.015,1.778,7.835188199999999,0.0085,B-,-3482.2417,4.9599,982430.361,1.909,Po,209.0,5.5628,0.0176,5.5631,0.0187,Even-Odd,0.19617224880382778
2840,42,126,84,210,Po,,-15953.06,1.146,7.8343462,0.0055,B-,-3980.9605,7.6101,982873.686,1.23,Po,210.0,5.5704,0.0176,5.5704,0.0185,Even-Even,0.19999999999999996
2841,43,127,84,211,Po,-a,-12432.492,1.255,7.8187842,0.006,B-,-785.3012,2.5385,986653.171,1.347,Po,211.0,,,5.5798,0.0187,Even-Odd,0.2037914691943128
2842,44,128,84,212,Po,,-10369.408,1.153,7.8102438,0.0054,B-,-1741.2596,2.1066,988867.982,1.237,,,,,,,Even-Even,
2843,45,129,84,213,Po,,-6653.519,3.053,7.794024,0.0143,B-,-73.9972,5.4646,992857.154,3.277,,,,,,,Even-Odd,
2844,46,130,84,214,Po,,-4469.972,1.449,7.785116299999999,0.0068,B-,-1090.8208,3.775,995201.287,1.556,,,,,,,Even-Even,
2845,47,131,84,215,Po,,-541.771,2.12,7.7681768,0.0099,B-,714.8128,6.6491,999418.385,2.276,,,,,,,Even-Odd,
